pBRA,pLBC,pUNR,pBCE,pBCD,pBAD,pBOD,cX2L,cX2a,cX2b,cX2Lab,cEMDL,cEMDa,cEMDb,cEMDLab,sX2L,sX2a,sX2b,sX2Lab,sEMDL,sEMDa,sEMDb,sEMDLab,Consensus
0.08973969999999999,0.0460374,0.0435835,0.052604099999999994,0.16633199999999998,0.360284,0.370442,0.09593070000000001,0.0283478,0.0297718,0.05573959999999999,1.39626,0.144266,0.170465,0.196446,1.5185899999999999,0.26251399999999997,0.364249,1.2384600000000001,6.09143,0.439488,0.529724,1.05014,1
0.10334000000000002,0.0288476,0.11361199999999999,0.315474,0.018127599999999997,0.012378799999999999,0.12965,0.133487,0.0463957,0.0599217,0.036964699999999996,0.721223,0.180725,0.206661,0.0847623,0.448906,0.18578699999999998,0.32976300000000003,0.36369,1.69327,0.2931,0.43332600000000004,0.438913,1
0.13231300000000001,0.08162489999999999,0.0451977,0.422516,0.06238250000000001,0.042360400000000006,0.274462,0.12182799999999999,0.021937599999999998,0.023468799999999998,0.031521600000000004,1.05568,0.0965946,0.099864,0.14468,0.8327469999999999,0.0616756,0.166923,0.362724,3.30663,0.161393,0.371101,0.479488,1
0.10109,0.0655549,0.10243900000000002,0.0865495,0.0427606,0.06644989999999999,0.202815,0.0273305,0.0542355,0.00885463,0.021667,0.774898,0.146253,0.0672831,0.09437539999999998,0.199729,0.161795,0.09682289999999999,0.046781,0.941084,0.247283,0.17335599999999998,0.115691,1
0.0105911,0.024310299999999996,0.0,0.194225,0.0961215,0.18540299999999998,0.185672,0.09272180000000001,0.0228185,0.0455698,0.0135709,0.708375,0.100108,0.135935,0.0637416,0.511787,0.0220669,0.109016,0.15515299999999999,2.21444,0.09978610000000002,0.143992,0.35247399999999995,1
0.05960309999999999,0.031430099999999996,0.0669145,0.134197,0.0127121,0.0225057,0.16716199999999998,0.210548,0.10369400000000001,0.367344,0.0781038,1.89935,0.272776,0.658347,0.20601,0.909165,0.0987525,0.703623,0.24382199999999998,2.48142,0.22186799999999998,0.7429100000000001,0.343389,1
0.136344,0.031455000000000004,0.0123275,0.361652,0.15515,0.218427,0.361921,0.034304400000000006,0.0158844,0.178708,0.0694234,0.755406,0.0631138,0.343356,0.131678,0.105097,0.259817,0.507807,0.215883,0.613416,0.32448899999999997,0.609,0.27639600000000003,1
0.0938432,0.05237050000000001,0.015665799999999997,0.764717,0.025369299999999997,0.0262647,0.162502,0.06449239999999999,0.010421,0.06786460000000001,0.019630099999999998,0.41989899999999997,0.078773,0.247259,0.065751,0.34821199999999997,0.212535,0.256653,0.104109,1.48052,0.367263,0.443596,0.205139,1
0.14608800000000002,0.0938295,0.129208,0.0439496,0.0668715,0.0177304,0.28591,0.014918899999999999,0.00165438,0.0336313,0.0284726,0.215419,0.0328585,0.152817,0.0802655,1.01607,0.172957,0.24040599999999998,0.5035229999999999,3.57766,0.41468,0.418288,0.478875,1
0.12929000000000002,0.048236,0.14971199999999998,0.779014,0.0693932,0.0470148,0.21062600000000004,0.0273149,0.0347434,0.0759428,0.0381163,0.363823,0.116505,0.253849,0.09679220000000001,0.215185,0.052131,0.315513,0.20217100000000002,1.57626,0.108998,0.46759700000000004,0.275863,1
0.180675,0.175853,0.17566500000000002,0.17839000000000002,0.23921900000000001,0.321152,0.371775,0.159216,0.385963,0.0507224,0.0414652,1.66145,0.438721,0.166909,0.132407,0.38256799999999996,0.663776,0.233915,0.171888,1.8953900000000001,0.5807329999999999,0.341473,0.292214,1
0.13086199999999998,0.08588910000000001,0.13333299999999998,0.23505900000000002,0.0237917,0.0296052,0.226727,0.0788897,0.190314,0.108126,0.08616460000000001,0.801619,0.346037,0.29875300000000005,0.17727,0.502694,0.265297,0.358659,0.226098,2.1226700000000003,0.367089,0.49029300000000003,0.22795900000000002,1
0.09079989999999999,0.0546607,0.104459,0.192855,0.0862398,0.208143,0.29373299999999997,0.056973,0.0172297,0.11957999999999999,0.0283251,0.49312799999999996,0.10333900000000001,0.341159,0.0664202,0.322974,0.036613400000000004,0.330558,0.126203,1.1012899999999999,0.128934,0.404978,0.196209,1
0.126937,0.0377997,0.110652,0.602873,0.00145072,0.010406100000000001,0.204279,0.0745705,0.032242599999999996,0.22713000000000003,0.197061,1.2783799999999998,0.10738099999999999,0.44593299999999997,0.28210100000000005,0.15851400000000002,0.08623969999999999,0.45328900000000005,0.442536,1.49393,0.215821,0.57025,0.380142,1
0.228629,0.0826813,0.176837,0.187186,0.0670825,0.021063299999999997,0.200602,0.23567399999999997,0.187108,0.332387,0.48419700000000004,1.93546,0.339727,0.572587,0.572216,0.48855,0.257314,0.909911,0.996017,1.43727,0.32455100000000003,1.0847,0.769117,1
0.111049,0.0480869,0.136986,0.198325,0.0419843,0.0606452,0.106772,0.0150689,0.0982367,0.00286789,0.00688052,0.186952,0.210632,0.0306901,0.0412204,0.48032299999999994,0.26306999999999997,0.170721,0.34930700000000003,2.51422,0.372747,0.270342,0.44227799999999995,0
0.0590422,0.034598199999999996,0.07314010000000001,0.0959377,0.114425,0.22135,0.221631,0.0555956,0.00831005,0.0957942,0.038229400000000004,0.610509,0.0295492,0.290597,0.11291500000000002,0.532987,0.07674639999999999,0.177223,0.479004,2.15626,0.153146,0.289472,0.507969,1
0.17945999999999998,0.147634,0.195695,0.331809,0.222498,0.343369,0.347565,0.0615909,0.00208395,0.00801294,0.0164099,0.78484,0.025108099999999998,0.08608610000000001,0.0928062,0.556633,0.15590299999999999,0.11359000000000001,0.238269,2.47807,0.282401,0.248548,0.34820500000000004,1
0.0696535,0.0426622,0.0484171,0.00516518,0.0335272,0.0447362,0.151305,0.162644,0.0257911,0.197687,0.19173099999999998,1.7592700000000001,0.127459,0.5336390000000001,0.355977,0.702747,0.066026,0.43496599999999996,0.337318,1.54843,0.197444,0.628939,0.41346499999999997,1
0.104538,0.05247859999999999,0.08618780000000001,0.05223680000000001,0.11464500000000001,0.266085,0.339754,0.149009,0.0297408,0.00417145,0.07630419999999999,1.3425799999999999,0.09793099999999999,0.0158274,0.137317,1.7395200000000002,0.134976,0.149885,0.911115,5.01255,0.20493499999999998,0.223227,0.682092,1
0.0423218,0.017822,0.0161725,0.180085,0.00853838,0.0100809,0.239101,0.056037800000000006,0.00855787,0.131805,0.0456683,0.824845,0.0506275,0.42806400000000006,0.11948800000000001,0.47261400000000003,0.202148,0.68598,0.249023,3.02705,0.420993,1.03341,0.32747600000000004,1
0.218935,0.072109,0.24237399999999998,0.791536,0.0374431,0.00603401,0.190603,0.0386601,0.07554780000000001,0.6512100000000001,0.229204,0.8045800000000001,0.224636,1.0009,0.255394,0.44200200000000006,0.24184699999999998,0.8819819999999999,0.778358,1.5772700000000002,0.42574799999999996,1.20879,0.581669,1
0.142862,0.012731200000000002,0.015,0.109176,0.0744012,0.20373,0.23237399999999997,0.076481,0.011056,0.0715923,0.10975,0.888877,0.0588431,0.199033,0.21104699999999998,1.00965,0.0179591,0.202261,0.43536400000000003,3.1003700000000003,0.052643899999999993,0.29288000000000003,0.47806099999999996,0
0.164976,0.123733,0.185339,0.0265184,0.143424,0.33822199999999997,0.41853900000000005,0.17536300000000002,0.233717,0.297234,0.26795,1.8332400000000002,0.419364,0.510173,0.381857,0.624429,0.273341,1.14104,1.22767,2.41201,0.44671400000000006,0.881539,0.905661,1
0.120021,0.07648769999999999,0.0834142,0.0483069,0.0807095,0.0822487,0.166713,0.0953403,0.00555218,0.133995,0.11439300000000001,1.08817,0.0657413,0.40460999999999997,0.23967600000000003,0.248613,0.0316161,0.43146999999999996,0.222633,0.761269,0.11623399999999999,0.587633,0.344117,0
0.054535900000000005,0.0238465,0.06289310000000001,0.169622,0.040661300000000004,0.109016,0.147924,0.18339,0.0323104,0.15998199999999999,0.06416820000000001,0.9820700000000001,0.124624,0.351636,0.11288800000000002,0.500358,0.15063,0.51549,0.22462600000000002,1.51835,0.25617,0.614933,0.316315,1
0.0670473,0.0007845360000000001,0.037795300000000004,0.567006,0.0913442,0.243477,0.2888,0.066947,0.00589758,0.00675069,0.016792599999999998,0.587114,0.0399298,0.0421222,0.07955319999999999,0.36501999999999996,0.00462119,0.133858,0.22225999999999999,1.94449,0.025097099999999997,0.20435599999999998,0.38511,1
0.0986591,0.0779331,0.11215,0.13525299999999998,0.11549000000000001,0.168997,0.220244,0.12228299999999999,0.0449892,0.0814673,0.10499800000000001,1.83948,0.17063499999999998,0.22417199999999998,0.297252,0.33713699999999996,0.0978579,0.33971999999999997,0.296608,2.60947,0.265829,0.45867700000000006,0.42892700000000006,1
0.0625966,0.0307811,0.041707999999999995,0.00244736,0.00212417,0.0795997,0.229818,0.0883462,0.10248199999999999,0.138526,0.0327187,1.01031,0.266439,0.34333,0.09490470000000001,0.22310500000000003,0.276917,0.47715,0.10849500000000001,1.4699200000000001,0.437242,0.736578,0.217275,0
0.147061,0.04648819999999999,0.0901961,0.20813,0.08386,0.22352800000000003,0.284107,0.064226,0.0112606,0.11745,0.0279498,0.6771,0.0860073,0.284864,0.0742945,0.7349100000000001,0.06363830000000001,0.613492,0.142779,1.67613,0.17413800000000001,0.5722149999999999,0.252405,1
0.184145,0.06410969999999999,0.183192,0.628003,0.027043599999999998,0.0417952,0.132668,0.137928,0.144965,0.20034200000000002,0.0526201,1.43652,0.298691,0.557079,0.158091,0.8799629999999999,0.28386100000000003,0.6184470000000001,0.242083,2.56897,0.374727,0.9034969999999999,0.338862,1
0.019664400000000002,0.0146917,0.00180995,0.0693233,0.0150638,0.0144863,0.19786800000000002,0.0221986,0.00114612,0.00912944,0.019024,0.28357,0.0174024,0.0409522,0.057185599999999996,0.44105500000000003,0.0315003,0.210998,0.21901700000000002,1.22974,0.13596,0.20735900000000002,0.232114,1
0.158521,0.10286,0.190083,0.209598,0.14865799999999998,0.265178,0.277567,0.0758913,0.0226422,0.167668,0.042174,0.892336,0.0876175,0.349938,0.154622,0.459387,0.161916,0.8937309999999999,0.30948600000000004,2.02985,0.31299299999999997,0.747629,0.37458800000000003,1
0.0882372,0.0312731,0.07610349999999999,0.70306,0.0270644,0.0500952,0.0820359,0.0190879,0.0025392,0.0486917,0.0328483,0.659592,0.027857099999999996,0.142752,0.0907256,0.0430989,0.0593216,0.147531,0.0836077,0.459244,0.156892,0.23221799999999998,0.132468,1
0.0207108,0.020048,0.0245399,0.265482,0.0394984,0.0897159,0.16688699999999998,0.0656287,0.0174956,0.0872221,0.013604300000000001,0.5665359999999999,0.105375,0.199453,0.052017999999999995,0.5430649999999999,0.394496,0.371383,0.23034699999999997,1.4553399999999999,0.5278689999999999,0.44146499999999994,0.23083,1
0.0789453,0.047243900000000005,0.079235,0.656882,0.0324212,0.012489499999999999,0.162998,0.0378634,0.0171625,0.00270142,0.00428818,0.377431,0.0618937,0.0364842,0.024646500000000002,0.352721,0.074417,0.163727,0.380537,2.29889,0.20069700000000001,0.262073,0.454804,1
0.0650935,0.07441110000000001,0.0666667,0.166991,0.0855716,0.07866530000000001,0.18471300000000002,0.0378449,0.0015357,0.0971669,0.0325531,0.822371,0.0258111,0.245517,0.10328499999999999,0.327371,0.031183199999999998,0.49309899999999995,0.11885599999999999,2.1969,0.144468,0.621989,0.24017399999999997,1
0.0329279,0.0375518,0.037325,0.0392801,0.047760500000000004,0.0617977,0.08368930000000001,0.0447778,0.00381467,0.30949699999999997,0.0240523,0.8329690000000001,0.021846200000000003,0.552728,0.0910434,0.137491,0.0326296,0.48863999999999996,0.08355660000000001,1.4898200000000001,0.0957346,0.793728,0.197847,1
0.16616,0.0919434,0.1755,0.322793,0.0692702,0.0022551,0.301698,0.038708099999999995,0.08224830000000001,0.0680131,0.014835399999999999,0.275844,0.208968,0.241718,0.0551749,0.336611,0.41074700000000003,0.35697199999999996,0.14288,1.9438900000000001,0.403553,0.406937,0.248396,1
0.14777200000000001,0.0462167,0.112613,0.130378,0.0549905,0.139818,0.263793,0.0587271,0.020030900000000004,0.0318685,0.02585,0.676678,0.0480213,0.087527,0.0874395,0.992218,0.09252130000000001,0.226834,0.6725810000000001,2.16557,0.159816,0.378936,0.600379,0
0.09721160000000001,0.0424885,0.10989000000000002,0.23508099999999998,0.0988311,0.177109,0.17787,0.05639740000000001,0.042572399999999996,0.155918,0.0856368,0.9912280000000001,0.148007,0.372396,0.13279200000000002,0.255069,0.268442,0.506426,0.582609,1.65945,0.35223899999999997,0.643071,0.46919099999999997,1
0.109222,0.040461800000000006,0.0584795,0.0617828,0.0404115,0.09122310000000002,0.138979,0.27329899999999996,0.0401331,0.15474300000000002,0.107824,1.7143400000000002,0.13544,0.387348,0.186097,1.0436,0.16150899999999999,0.42110699999999995,0.43528199999999995,3.6183099999999997,0.30338200000000004,0.555457,0.5282359999999999,1
0.0150436,0.018322400000000003,0.0166038,0.342975,0.056532900000000004,0.114096,0.117546,0.0257747,0.042741,0.0714786,0.0854344,0.300535,0.24224099999999998,0.16081600000000001,0.120402,0.407396,0.10029400000000001,0.22625900000000002,0.149481,1.93546,0.28767,0.42207799999999995,0.288693,1
0.0748899,0.051654599999999995,0.013320600000000002,0.374889,0.07288170000000001,0.137427,0.137427,0.0652139,0.319144,0.0763203,0.0995618,0.9552299999999999,0.45074200000000003,0.22379699999999997,0.21083000000000002,0.9100159999999999,0.695603,0.23935399999999998,0.540145,3.12026,0.837892,0.34169499999999997,0.48362200000000005,1
0.190691,0.094989,0.21696300000000002,0.591391,0.0161101,0.0225765,0.274866,0.140549,0.07655310000000001,0.5529649999999999,0.11825699999999999,1.68124,0.237972,0.982392,0.192564,0.774541,0.189721,1.32365,0.49886099999999994,1.8064900000000002,0.300724,1.17723,0.461074,1
0.242144,0.25358,0.28082199999999996,0.134903,0.2516,0.467434,0.717853,0.115369,0.15600999999999998,0.267583,0.0945187,0.564467,0.349671,0.564928,0.177229,0.34112600000000004,0.7092890000000001,0.689042,0.419397,1.60637,0.8389469999999999,0.8556549999999999,0.37343200000000004,1
0.114808,0.019841499999999998,0.0793804,0.278904,0.0432115,0.0755699,0.137735,0.0808582,0.0583436,0.0669048,0.034787,0.765285,0.15987,0.202202,0.0955095,0.806757,0.19613599999999998,0.12118399999999999,0.48450200000000004,2.88807,0.271687,0.194131,0.451034,0
0.11094000000000001,0.0494804,0.10328299999999999,0.10640999999999999,0.048807800000000005,0.0229976,0.214556,0.13750199999999999,0.189424,0.0849428,0.0474998,1.29577,0.34137399999999996,0.25801599999999997,0.154882,0.8011149999999999,0.319427,0.390201,0.167526,2.4788099999999997,0.401561,0.53923,0.224359,1
0.121128,0.0772867,0.0945034,0.0183614,0.103045,0.21378000000000003,0.21378000000000003,0.0769757,0.00957351,0.045470300000000005,0.0167222,0.6601229999999999,0.0275767,0.155853,0.0373508,0.960139,0.11115499999999999,0.170016,0.65532,3.4037800000000002,0.199415,0.371661,0.607142,1
0.04102619999999999,0.00933267,0.0177192,0.020533000000000003,0.058427599999999996,0.110668,0.12093699999999999,0.06607880000000001,0.00356968,0.05752080000000001,0.027722900000000005,0.77551,0.041795599999999995,0.183825,0.10796700000000001,0.24925,0.11358499999999999,0.5558649999999999,0.0903028,1.6158700000000001,0.235445,0.557426,0.18554,0
0.129303,0.111948,0.061089,0.268365,0.116444,0.214869,0.23636300000000002,0.0445873,0.00535183,0.14415799999999998,0.035444199999999995,0.534597,0.029452199999999998,0.301581,0.0555321,0.846123,0.0524943,0.46053,0.5378689999999999,1.99868,0.100109,0.562183,0.447992,1
0.187618,0.10753900000000001,0.22871,0.393848,0.0622746,0.102086,0.305698,0.0912759,0.0898292,0.0202292,0.035555699999999996,0.90453,0.217952,0.11296700000000001,0.0939982,0.819185,0.185177,0.396361,0.585726,4.56623,0.41651800000000005,0.728857,0.5707409999999999,1
0.154566,0.155394,0.162162,0.108222,0.161978,0.290948,0.310923,0.139976,0.143729,0.162226,0.114326,2.0685700000000002,0.26262399999999997,0.338983,0.285452,0.46380200000000005,0.274491,0.548906,0.399365,2.07238,0.315445,0.46714799999999995,0.434016,1
0.16833599999999999,0.00239184,0.00210305,0.0262301,0.0659618,0.151634,0.178096,0.14465,0.060165300000000005,0.0052081,0.036336900000000005,0.897625,0.186318,0.0409853,0.10333099999999999,1.0217200000000002,0.100846,0.272073,0.633137,3.42096,0.159911,0.570525,0.572758,1
0.052357299999999996,0.028183999999999997,0.057942099999999996,0.137737,0.0614578,0.15369100000000002,0.16161199999999998,0.083199,0.0936671,0.430071,0.0430077,0.9237639999999999,0.21773,0.516653,0.14218599999999998,0.347246,0.29023000000000004,0.9459549999999999,0.204221,1.34801,0.414182,0.794622,0.300194,1
0.105998,0.00927114,0.122027,0.501566,0.0169995,0.0325491,0.0779471,0.0580369,0.0153708,0.00626766,0.0175378,0.538389,0.0985952,0.037097000000000005,0.0937437,0.5201060000000001,0.0533048,0.084397,0.151477,1.28246,0.187105,0.129548,0.217198,1
0.21270100000000003,0.18767,0.263158,0.40647300000000003,0.18223699999999998,0.29828000000000005,0.316766,0.112641,0.343578,0.376617,0.08017080000000001,1.66055,0.42273599999999995,0.698184,0.189461,0.38717199999999996,0.839635,0.996873,0.247928,2.35433,0.64541,1.12096,0.362792,1
0.060568,0.114623,0.0397374,0.441062,0.0892778,0.0983141,0.220129,0.12028399999999999,0.0106017,0.187773,0.106305,0.967467,0.07474639999999999,0.346022,0.176611,0.621462,0.157893,0.313744,0.520788,2.7002,0.254425,0.433637,0.532163,1
0.10181,0.0439654,0.0564972,0.0169174,0.0403279,0.137968,0.43306999999999995,0.172199,0.046516,0.19676400000000002,0.122171,1.28997,0.167237,0.49250200000000005,0.229909,1.43659,0.271545,1.07694,1.35624,3.7430199999999996,0.378467,0.92924,0.819145,1
0.0458976,0.0323743,0.0474516,0.07943389999999999,0.0386523,0.0811189,0.09252339999999999,0.0244574,0.00704944,0.11488399999999999,0.020156,0.673768,0.0430727,0.333472,0.0934336,0.119183,0.109766,0.81079,0.042351,0.7109979999999999,0.237984,0.809988,0.09652899999999999,1
0.164367,0.115345,0.16872,0.23074099999999997,0.126063,0.203021,0.300349,0.018863099999999997,0.0474645,0.280643,0.00884852,0.35330300000000003,0.178534,0.48189499999999996,0.06624429999999999,0.385671,0.187777,0.44907299999999994,0.260323,2.2113099999999997,0.403646,0.60523,0.290907,1
0.14561300000000002,0.061044600000000004,0.16317,0.570435,0.048627300000000005,0.051285199999999996,0.148306,0.0320464,0.014673599999999998,0.018542700000000002,0.018813999999999997,0.430779,0.0288445,0.11528900000000002,0.0487836,0.517835,0.10516800000000001,0.29192399999999996,0.323741,2.083,0.16706400000000002,0.37458800000000003,0.407177,1
